Cluster,Cluster Name,Emissions per capita (MTCO2e),msa,Variable,Value
3,Sparse Auto,7.041224184684516,"Jackson, TN",Cooling Degree Days (°Df),1600.5
4,Auto Large,6.390870313467058,"Jacksonville, FL",Cooling Degree Days (°Df),3240.2
5,Auto Small,4.153461734572535,"Jacksonville, NC",Cooling Degree Days (°Df),1871.0
5,Auto Small,6.469200722778697,"Janesville-Beloit, WI",Cooling Degree Days (°Df),754.0
3,Sparse Auto,8.44693409277478,"Jefferson City, MO",Cooling Degree Days (°Df),1341.5
5,Auto Small,5.12198168669729,"Johnson City, TN",Cooling Degree Days (°Df),803.3333333333334
5,Auto Small,4.315615616611618,"Johnstown, PA",Cooling Degree Days (°Df),498.0
3,Sparse Auto,7.036088029071533,"Jonesboro, AR",Cooling Degree Days (°Df),1753.0
3,Sparse Auto,7.928398184582309,"Joplin, MO",Cooling Degree Days (°Df),1490.5
5,Auto Small,5.1773541212677,"Kankakee, IL",Cooling Degree Days (°Df),947.0
4,Auto Large,6.0564024793265885,"Kansas City, MO-KS",Cooling Degree Days (°Df),1288.857142857143
1,Sparse Active,5.417903540258031,"Kennewick-Richland, WA",Cooling Degree Days (°Df),775.5
3,Sparse Auto,5.575046300408085,"Killeen-Temple, TX",Cooling Degree Days (°Df),2788.6666666666665
5,Auto Small,5.232441587578223,"Kingston, NY",Cooling Degree Days (°Df),563.0
4,Auto Large,7.154161862868689,"Knoxville, TN",Cooling Degree Days (°Df),1250.625
5,Auto Small,5.409910377213027,"Kokomo, IN",Cooling Degree Days (°Df),831.0
5,Auto Small,5.80417549986919,"La Crosse-Onalaska, WI-MN",Cooling Degree Days (°Df),688.5
3,Sparse Auto,6.9527252652987945,"Lafayette-West Lafayette, IN",Cooling Degree Days (°Df),864.75
3,Sparse Auto,8.851246763495178,"Lake Havasu City-Kingman, AZ",Cooling Degree Days (°Df),2568.0
3,Sparse Auto,5.759052890469897,"Lakeland-Winter Haven, FL",Cooling Degree Days (°Df),4064.0
5,Auto Small,4.618823856636247,"Lancaster, PA",Cooling Degree Days (°Df),1056.0
3,Sparse Auto,4.772400254048819,"Lansing-East Lansing, MI",Cooling Degree Days (°Df),703.5
3,Sparse Auto,5.088235082185966,"Laredo, TX",Cooling Degree Days (°Df),3962.0
4,Auto Large,4.872242041270587,"Las Vegas-Henderson-Paradise, NV",Cooling Degree Days (°Df),3025.0
5,Auto Small,4.859687588199185,"Lawrence, KS",Cooling Degree Days (°Df),1370.0
3,Sparse Auto,5.067774285188241,"Lawton, OK",Cooling Degree Days (°Df),2073.5
5,Auto Small,5.265368068147336,"Lebanon, PA",Cooling Degree Days (°Df),980.0
1,Sparse Active,5.748910398365674,"Lewiston, ID-WA",Cooling Degree Days (°Df),417.5
5,Auto Small,4.3994666308089565,"Lewiston-Auburn, ME",Cooling Degree Days (°Df),375.0
1,Sparse Active,6.179770309039858,"Lexington-Fayette, KY",Cooling Degree Days (°Df),1168.5
5,Auto Small,6.237848058151753,"Lima, OH",Cooling Degree Days (°Df),954.0
3,Sparse Auto,5.953505990401925,"Lincoln, NE",Cooling Degree Days (°Df),1106.5
4,Auto Large,6.641361536174808,"Little Rock-North Little Rock-Conway, AR",Cooling Degree Days (°Df),1728.5
1,Sparse Active,4.760631507499267,"Logan, UT-ID",Cooling Degree Days (°Df),304.5
3,Sparse Auto,7.516795211759245,"Longview, TX",Cooling Degree Days (°Df),2252.25
5,Auto Small,7.547837891460836,"Longview, WA",Cooling Degree Days (°Df),134.0
6,Heavyweight Eco-Transit,4.052668537615863,"Los Angeles-Long Beach-Anaheim, CA",Cooling Degree Days (°Df),1556.0
4,Auto Large,6.06952489168617,"Louisville/Jefferson County, KY-IN",Cooling Degree Days (°Df),1193.5
3,Sparse Auto,5.466046556887146,"Lubbock, TX",Cooling Degree Days (°Df),2036.6666666666667
3,Sparse Auto,9.410538545450617,"Macon-Bibb County, GA",Cooling Degree Days (°Df),2208.4
1,Sparse Active,6.982162693562118,"Madera, CA",Cooling Degree Days (°Df),1122.0
4,Auto Large,5.733491610720816,"Madison, WI",Cooling Degree Days (°Df),691.0
5,Auto Small,4.020706867580701,"Manchester-Nashua, NH",Cooling Degree Days (°Df),560.0
3,Sparse Auto,5.39096925929131,"Manhattan, KS",Cooling Degree Days (°Df),1365.0
1,Sparse Active,6.559275842872304,"Mankato, MN",Cooling Degree Days (°Df),789.5
5,Auto Small,5.860390502849895,"Mansfield, OH",Cooling Degree Days (°Df),773.0
3,Sparse Auto,3.6532902397690146,"McAllen-Edinburg-Mission, TX",Cooling Degree Days (°Df),4672.0
1,Sparse Active,4.996720404986703,"Medford, OR",Cooling Degree Days (°Df),446.0
4,Auto Large,6.340096563936063,"Memphis, TN-MS-AR",Cooling Degree Days (°Df),1854.375
3,Sparse Auto,6.835252035406728,"Merced, CA",Cooling Degree Days (°Df),1829.0
4,Auto Large,4.792419639857512,"Miami-Fort Lauderdale-Pompano Beach, FL",Cooling Degree Days (°Df),4657.666666666667
1,Sparse Active,5.309768590058087,"Midland, MI",Cooling Degree Days (°Df),728.0
3,Sparse Auto,8.34117814763209,"Midland, TX",Cooling Degree Days (°Df),2576.0
4,Auto Large,5.017084947461276,"Minneapolis-St. Paul-Bloomington, MN-WI",Cooling Degree Days (°Df),684.6
1,Sparse Active,5.978612627735451,"Missoula, MT",Cooling Degree Days (°Df),94.0
3,Sparse Auto,7.43271774967463,"Mobile, AL",Cooling Degree Days (°Df),2608.5
5,Auto Small,4.023324539527527,"Modesto, CA",Cooling Degree Days (°Df),1720.0
5,Auto Small,5.690672745077784,"Monroe, MI",Cooling Degree Days (°Df),933.0
3,Sparse Auto,7.857778654373011,"Montgomery, AL",Cooling Degree Days (°Df),2409.0
5,Auto Small,4.798734014289785,"Morgantown, WV",Cooling Degree Days (°Df),711.5
1,Sparse Active,8.018325790104306,"Morristown, TN",Cooling Degree Days (°Df),1276.0
1,Sparse Active,6.643112041653492,"Mount Vernon-Anacortes, WA",Cooling Degree Days (°Df),39.0
5,Auto Small,6.913773708485843,"Muncie, IN",Cooling Degree Days (°Df),935.0
5,Auto Small,4.104826339346003,"Muskegon, MI",Cooling Degree Days (°Df),649.0
3,Sparse Auto,5.498726662778029,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Cooling Degree Days (°Df),2009.5
1,Sparse Active,4.176548089478618,"Napa, CA",Cooling Degree Days (°Df),1324.0
3,Sparse Auto,5.849616425108023,"Naples-Marco Island, FL",Cooling Degree Days (°Df),4401.0
4,Auto Large,7.3189682700795915,"Nashville-Davidson--Murfreesboro--Franklin, TN",Cooling Degree Days (°Df),1478.3076923076924
5,Auto Small,5.637274012279934,"New Bern, NC",Cooling Degree Days (°Df),1833.6666666666667
7,Dense Active,4.244874329395097,"New Haven-Milford, CT",Cooling Degree Days (°Df),767.0
2,Heavyweight Transit,2.8499220122782414,"New York-Newark-Jersey City, NY-NJ-PA",Cooling Degree Days (°Df),1060.1304347826087
5,Auto Small,6.483841676444908,"Niles, MI",Cooling Degree Days (°Df),831.0
3,Sparse Auto,5.6768462885212,"North Port-Sarasota-Bradenton, FL",Cooling Degree Days (°Df),4014.5
5,Auto Small,5.107018834692801,"Norwich-New London, CT",Cooling Degree Days (°Df),734.0
3,Sparse Auto,6.652215055271797,"Ocala, FL",Cooling Degree Days (°Df),3676.0
1,Sparse Active,7.085187495037601,"Ocean City, NJ",Cooling Degree Days (°Df),1167.0
5,Auto Small,6.1534497779287936,"Odessa, TX",Cooling Degree Days (°Df),2629.0
1,Sparse Active,5.1272945195555195,"Ogden-Clearfield, UT",Cooling Degree Days (°Df),600.5
4,Auto Large,6.8054690807539755,"Oklahoma City, OK",Cooling Degree Days (°Df),1806.7142857142856
5,Auto Small,4.487710977365074,"Olympia-Lacey-Tumwater, WA",Cooling Degree Days (°Df),155.0
4,Auto Large,5.787172591210157,"Omaha-Council Bluffs, NE-IA",Cooling Degree Days (°Df),1157.625
4,Auto Large,5.897086156772827,"Orlando-Kissimmee-Sanford, FL",Cooling Degree Days (°Df),4019.5
5,Auto Small,6.881687344925628,"Oshkosh-Neenah, WI",Cooling Degree Days (°Df),661.0
5,Auto Small,5.00580710216788,"Owensboro, KY",Cooling Degree Days (°Df),1260.0
1,Sparse Active,3.7858414642226905,"Oxnard-Thousand Oaks-Ventura, CA",Cooling Degree Days (°Df),825.0
3,Sparse Auto,6.256612125306231,"Palm Bay-Melbourne-Titusville, FL",Cooling Degree Days (°Df),3997.0
3,Sparse Auto,6.375523767086635,"Panama City, FL",Cooling Degree Days (°Df),3118.0
5,Auto Small,4.542870734497769,"Parkersburg-Vienna, WV",Cooling Degree Days (°Df),1028.0
3,Sparse Auto,5.986106088772011,"Pensacola-Ferry Pass-Brent, FL",Cooling Degree Days (°Df),2757.0
3,Sparse Auto,5.935310596421382,"Peoria, IL",Cooling Degree Days (°Df),1011.5
4,Auto Large,3.6057238570274834,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cooling Degree Days (°Df),1179.3636363636365
4,Auto Large,5.035403239554386,"Phoenix-Mesa-Chandler, AZ",Cooling Degree Days (°Df),4058.0
3,Sparse Auto,7.925242608654885,"Pine Bluff, AR",Cooling Degree Days (°Df),1856.6666666666667
4,Auto Large,4.221033439981065,"Pittsburgh, PA",Cooling Degree Days (°Df),751.2857142857143
5,Auto Small,4.212509812490091,"Pittsfield, MA",Cooling Degree Days (°Df),417.0
1,Sparse Active,7.800445152024431,"Pocatello, ID",Cooling Degree Days (°Df),363.5
3,Sparse Auto,6.513700045467889,"Port St. Lucie, FL",Cooling Degree Days (°Df),4358.0
3,Sparse Auto,5.526886321090759,"Portland-South Portland, ME",Cooling Degree Days (°Df),416.0
4,Auto Large,4.334763974074535,"Portland-Vancouver-Hillsboro, OR-WA",Cooling Degree Days (°Df),203.0
3,Sparse Auto,4.695465471903193,"Poughkeepsie-Newburgh-Middletown, NY",Cooling Degree Days (°Df),784.0
3,Sparse Auto,8.767307677261687,"Prescott Valley-Prescott, AZ",Cooling Degree Days (°Df),1890.0
1,Sparse Active,4.609985854342272,"Provo-Orem, UT",Cooling Degree Days (°Df),799.5
1,Sparse Active,4.775314008793338,"Pueblo, CO",Cooling Degree Days (°Df),1080.0
3,Sparse Auto,5.845805413879713,"Punta Gorda, FL",Cooling Degree Days (°Df),4310.0
5,Auto Small,4.04664829760416,"Racine, WI",Cooling Degree Days (°Df),717.0
4,Auto Large,4.754841854510094,"Raleigh-Cary, NC",Cooling Degree Days (°Df),1632.3333333333333
1,Sparse Active,6.137004142552739,"Rapid City, SD",Cooling Degree Days (°Df),740.5
5,Auto Small,4.471790988865926,"Reading, PA",Cooling Degree Days (°Df),991.0
3,Sparse Auto,5.729710311243077,"Redding, CA",Cooling Degree Days (°Df),1152.0
4,Auto Large,4.641729718981716,"Reno, NV",Cooling Degree Days (°Df),712.0
4,Auto Large,5.129832949765807,"Riverside-San Bernardino-Ontario, CA",Cooling Degree Days (°Df),3319.5
3,Sparse Auto,6.14407714575323,"Rochester, MN",Cooling Degree Days (°Df),634.75
4,Auto Large,4.401336046047008,"Rochester, NY",Cooling Degree Days (°Df),611.8333333333334
5,Auto Small,4.662237057047692,"Rockford, IL",Cooling Degree Days (°Df),828.5
5,Auto Small,6.895664198851254,"Rocky Mount, NC",Cooling Degree Days (°Df),1632.0
5,Auto Small,6.298004617782156,"Rome, GA",Cooling Degree Days (°Df),1687.0
4,Auto Large,4.426636901442291,"Sacramento-Roseville-Folsom, CA",Cooling Degree Days (°Df),1387.75
5,Auto Small,5.199660962124546,"Saginaw, MI",Cooling Degree Days (°Df),755.0
1,Sparse Active,5.103628899408256,"Salem, OR",Cooling Degree Days (°Df),217.5
1,Sparse Active,3.708575089595074,"Salinas, CA",Cooling Degree Days (°Df),876.0
3,Sparse Auto,5.826882766400676,"Salisbury, MD-DE",Cooling Degree Days (°Df),1437.0
1,Sparse Active,4.8671541982546,"Salt Lake City, UT",Cooling Degree Days (°Df),968.5
3,Sparse Auto,5.545518151345691,"San Angelo, TX",Cooling Degree Days (°Df),2690.6666666666665
4,Auto Large,4.7190890952555025,"San Antonio-New Braunfels, TX",Cooling Degree Days (°Df),3134.875
4,Auto Large,4.581765135352589,"San Diego-Chula Vista-Carlsbad, CA",Cooling Degree Days (°Df),1752.0
4,Auto Large,3.7701718036018974,"San Francisco-Oakland-Berkeley, CA",Cooling Degree Days (°Df),684.8
4,Auto Large,3.7690953266778178,"San Jose-Sunnyvale-Santa Clara, CA",Cooling Degree Days (°Df),1107.0
1,Sparse Active,4.045880628884985,"San Luis Obispo-Paso Robles, CA",Cooling Degree Days (°Df),1078.0
4,Auto Large,2.7383181298689667,"Santa Cruz-Watsonville, CA",Cooling Degree Days (°Df),456.0
1,Sparse Active,7.5908238633223695,"Santa Fe, NM",Cooling Degree Days (°Df),579.0
1,Sparse Active,4.4817820130529125,"Santa Maria-Santa Barbara, CA",Cooling Degree Days (°Df),708.0
1,Sparse Active,3.9019720501382857,"Santa Rosa-Petaluma, CA",Cooling Degree Days (°Df),588.0
3,Sparse Auto,7.477711917618203,"Savannah, GA",Cooling Degree Days (°Df),2760.6666666666665
3,Sparse Auto,4.935904516306623,"Scranton--Wilkes-Barre, PA",Cooling Degree Days (°Df),570.3333333333334
4,Auto Large,4.016145491034696,"Seattle-Tacoma-Bellevue, WA",Cooling Degree Days (°Df),63.0
7,Dense Active,6.171416522191772,"Sebastian-Vero Beach, FL",Cooling Degree Days (°Df),3989.0
3,Sparse Auto,4.933259374200938,"Sebring-Avon Park, FL",Cooling Degree Days (°Df),4056.0
5,Auto Small,5.17806469696228,"Sheboygan, WI",Cooling Degree Days (°Df),547.0
3,Sparse Auto,7.761637473094067,"Sherman-Denison, TX",Cooling Degree Days (°Df),2216.0
3,Sparse Auto,8.378529719544437,"Sierra Vista-Douglas, AZ",Cooling Degree Days (°Df),1990.0
3,Sparse Auto,6.886893822693476,"Sioux City, IA-NE-SD",Cooling Degree Days (°Df),1023.5
3,Sparse Auto,5.799980096371984,"Sioux Falls, SD",Cooling Degree Days (°Df),901.5
1,Sparse Active,5.467465274251144,"South Bend-Mishawaka, IN-MI",Cooling Degree Days (°Df),792.5
5,Auto Small,6.276125083266998,"Spartanburg, SC",Cooling Degree Days (°Df),1572.0
3,Sparse Auto,4.426849882297688,"Spokane-Spokane Valley, WA",Cooling Degree Days (°Df),310.5
5,Auto Small,5.824346483841725,"Springfield, IL",Cooling Degree Days (°Df),1057.5
1,Sparse Active,4.235993310915118,"Springfield, MA",Cooling Degree Days (°Df),612.6666666666666
4,Auto Large,6.47887258388941,"Springfield, MO",Cooling Degree Days (°Df),1258.4
5,Auto Small,6.284457485136258,"Springfield, OH",Cooling Degree Days (°Df),927.0
3,Sparse Auto,7.129655516556662,"St. Cloud, MN",Cooling Degree Days (°Df),593.5
1,Sparse Active,6.464416155466091,"St. George, UT",Cooling Degree Days (°Df),1544.0
3,Sparse Auto,8.197444662274727,"St. Joseph, MO-KS",Cooling Degree Days (°Df),1193.75
4,Auto Large,7.853257951103703,"St. Louis, MO-IL",Cooling Degree Days (°Df),1287.0666666666666
1,Sparse Active,5.151074614680243,"State College, PA",Cooling Degree Days (°Df),625.0
4,Auto Large,4.868642128229999,"Stockton, CA",Cooling Degree Days (°Df),1872.0
3,Sparse Auto,7.333344775936028,"Sumter, SC",Cooling Degree Days (°Df),2056.0
3,Sparse Auto,4.578972069283096,"Syracuse, NY",Cooling Degree Days (°Df),537.6666666666666
3,Sparse Auto,6.067544880918141,"Tallahassee, FL",Cooling Degree Days (°Df),2974.0
4,Auto Large,5.016409330703997,"Tampa-St. Petersburg-Clearwater, FL",Cooling Degree Days (°Df),4098.5
3,Sparse Auto,7.644165070464751,"Terre Haute, IN",Cooling Degree Days (°Df),1056.4
3,Sparse Auto,9.612002934697832,"Texarkana, TX-AR",Cooling Degree Days (°Df),2019.3333333333333
7,Dense Active,8.814653934638596,"The Villages, FL",Cooling Degree Days (°Df),3880.0
3,Sparse Auto,5.9118254008047355,"Toledo, OH",Cooling Degree Days (°Df),1009.75
3,Sparse Auto,6.70375305677546,"Topeka, KS",Cooling Degree Days (°Df),1345.2
7,Dense Active,4.336879099474519,"Trenton-Princeton, NJ",Cooling Degree Days (°Df),1114.0
4,Auto Large,4.355028155707587,"Tucson, AZ",Cooling Degree Days (°Df),3436.0
4,Auto Large,6.339577637637868,"Tulsa, OK",Cooling Degree Days (°Df),1773.142857142857
3,Sparse Auto,8.70507916553966,"Tuscaloosa, AL",Cooling Degree Days (°Df),2086.75
3,Sparse Auto,6.949742382139691,"Twin Falls, ID",Cooling Degree Days (°Df),580.5
5,Auto Small,6.2007482816460024,"Tyler, TX",Cooling Degree Days (°Df),2289.0
3,Sparse Auto,5.057418883558467,"Utica-Rome, NY",Cooling Degree Days (°Df),395.5
3,Sparse Auto,7.439757348021337,"Valdosta, GA",Cooling Degree Days (°Df),2610.75
3,Sparse Auto,9.890181156838809,"Victoria, TX",Cooling Degree Days (°Df),3793.0
5,Auto Small,3.971891953277705,"Vineland-Bridgeton, NJ",Cooling Degree Days (°Df),1194.0
3,Sparse Auto,4.488096268716279,"Visalia, CA",Cooling Degree Days (°Df),896.0
3,Sparse Auto,7.367966041177016,"Waco, TX",Cooling Degree Days (°Df),2716.0
1,Sparse Active,5.234842239487217,"Walla Walla, WA",Cooling Degree Days (°Df),744.0
5,Auto Small,6.169884435593638,"Warner Robins, GA",Cooling Degree Days (°Df),2326.5
3,Sparse Auto,5.630949721169618,"Waterloo-Cedar Falls, IA",Cooling Degree Days (°Df),825.3333333333334
1,Sparse Active,5.841225490215319,"Watertown-Fort Drum, NY",Cooling Degree Days (°Df),516.0
3,Sparse Auto,7.8403777971121515,"Wausau-Weston, WI",Cooling Degree Days (°Df),414.0
5,Auto Small,3.753406078646004,"Weirton-Steubenville, WV-OH",Cooling Degree Days (°Df),795.0
1,Sparse Active,5.54903872345699,"Wenatchee, WA",Cooling Degree Days (°Df),316.5
5,Auto Small,6.066200395776506,"Wheeling, WV-OH",Cooling Degree Days (°Df),822.3333333333334
3,Sparse Auto,6.799822203000577,"Wichita Falls, TX",Cooling Degree Days (°Df),2293.6666666666665
4,Auto Large,5.676112120059677,"Wichita, KS",Cooling Degree Days (°Df),1589.0
5,Auto Small,4.861627230597881,"Williamsport, PA",Cooling Degree Days (°Df),610.0
5,Auto Small,4.6117208538858465,"Wilmington, NC",Cooling Degree Days (°Df),1953.5
3,Sparse Auto,5.512735457830683,"Winston-Salem, NC",Cooling Degree Days (°Df),1261.8
3,Sparse Auto,4.52818621846808,"Worcester, MA-CT",Cooling Degree Days (°Df),654.0
3,Sparse Auto,4.88595041494122,"Yakima, WA",Cooling Degree Days (°Df),254.0
5,Auto Small,4.242958869040292,"York-Hanover, PA",Cooling Degree Days (°Df),1050.0
3,Sparse Auto,5.224639584543608,"Youngstown-Warren-Boardman, OH-PA",Cooling Degree Days (°Df),643.0
5,Auto Small,3.036598816830966,"Yuba City, CA",Cooling Degree Days (°Df),1969.5
3,Sparse Auto,5.533761312024776,"Yuma, AZ",Cooling Degree Days (°Df),4526.0
3,Sparse Auto,8.521780192812306,"Abilene, TX",Transit Mode Share,0.591948486538559
7,Dense Active,5.224953343032942,"Akron, OH",Transit Mode Share,1.0604207400865189
3,Sparse Auto,6.560072038030802,"Albany, GA",Transit Mode Share,0.9270275629585564
1,Sparse Active,6.8956968499881794,"Albany-Lebanon, OR",Transit Mode Share,0.1279671250653353
3,Sparse Auto,4.563193172897371,"Albany-Schenectady-Troy, NY",Transit Mode Share,3.3399137735420923
4,Auto Large,7.038307492087349,"Albuquerque, NM",Transit Mode Share,1.348909627379934
3,Sparse Auto,4.661572413217785,"Allentown-Bethlehem-Easton, PA-NJ",Transit Mode Share,1.568762923980047
5,Auto Small,4.693678102809026,"Altoona, PA",Transit Mode Share,1.2114078768673608
3,Sparse Auto,9.762586464058558,"Amarillo, TX",Transit Mode Share,0.2643711513041235
1,Sparse Active,6.588536340832919,"Ames, IA",Transit Mode Share,4.3766371460646125
7,Dense Active,4.402935620842415,"Ann Arbor, MI",Transit Mode Share,4.684010840108401
5,Auto Small,6.64554937950233,"Anniston-Oxford, AL",Transit Mode Share,0.6103613592684112
5,Auto Small,5.39452754882885,"Appleton, WI",Transit Mode Share,0.4123450743722006
3,Sparse Auto,5.7107441421080205,"Asheville, NC",Transit Mode Share,0.4924132398301451
5,Auto Small,5.370655597161981,"Athens-Clarke County, GA",Transit Mode Share,2.063149796013404
4,Auto Large,5.789558925442073,"Atlanta-Sandy Springs-Alpharetta, GA",Transit Mode Share,2.784164346788626
5,Auto Small,4.510060212334464,"Atlantic City-Hammonton, NJ",Transit Mode Share,4.486844682379056
5,Auto Small,6.289928297636136,"Auburn-Opelika, AL",Transit Mode Share,0.625671321160043
4,Auto Large,5.969913473634678,"Augusta-Richmond County, GA-SC",Transit Mode Share,0.7299159593910934
4,Auto Large,4.331190339513039,"Austin-Round Rock-Georgetown, TX",Transit Mode Share,1.7046152291850474
4,Auto Large,6.556526134153044,"Bakersfield, CA",Transit Mode Share,0.6666058700147972
4,Auto Large,5.042565645376257,"Baltimore-Columbia-Towson, MD",Transit Mode Share,5.707111791495058
1,Sparse Active,5.787938338174279,"Bangor, ME",Transit Mode Share,0.4190544909598013
1,Sparse Active,6.5569086788700774,"Barnstable Town, MA",Transit Mode Share,1.2668219710825743
5,Auto Small,5.718416953304107,"Battle Creek, MI",Transit Mode Share,1.080469232352336
5,Auto Small,5.806592106921938,"Bay City, MI",Transit Mode Share,0.5538354193013825
3,Sparse Auto,7.23804529158365,"Beaumont-Port Arthur, TX",Transit Mode Share,0.4587774929159357
5,Auto Small,6.354726056662507,"Beckley, WV",Transit Mode Share,0.1391272086444372
1,Sparse Active,4.160915236395564,"Bellingham, WA",Transit Mode Share,2.35395060807282
1,Sparse Active,4.244615460866778,"Bend, OR",Transit Mode Share,0.5155753474999459
3,Sparse Auto,6.818462426750208,"Billings, MT",Transit Mode Share,0.8732219337372122
5,Auto Small,5.625499323594822,"Binghamton, NY",Transit Mode Share,2.488915564676954
4,Auto Large,7.819034591152687,"Birmingham-Hoover, AL",Transit Mode Share,0.5123405294321118
1,Sparse Active,8.620673178483822,"Bismarck, ND",Transit Mode Share,0.1690033212826617
3,Sparse Auto,5.936537030801337,"Bloomington, IL",Transit Mode Share,1.1261816687217423
5,Auto Small,4.999595890399523,"Bloomington, IN",Transit Mode Share,2.549211017336612
5,Auto Small,6.719566195091469,"Bloomsburg-Berwick, PA",Transit Mode Share,0.3089414287902772
4,Auto Large,4.910866644404342,"Boise City, ID",Transit Mode Share,0.2750515545349654
4,Auto Large,4.016309705704,"Boston-Cambridge-Newton, MA-NH",Transit Mode Share,12.26816441185615
3,Sparse Auto,6.660842572305076,"Bowling Green, KY",Transit Mode Share,0.1936962891223596
4,Auto Large,3.773433361377403,"Bremerton-Silverdale-Port Orchard, WA",Transit Mode Share,8.31102742071026
7,Dense Active,4.132225329902902,"Bridgeport-Stamford-Norwalk, CT",Transit Mode Share,9.274474366697856
3,Sparse Auto,4.05226043435715,"Brownsville-Harlingen, TX",Transit Mode Share,0.5902816328041153
3,Sparse Auto,9.935164751675893,"Brunswick, GA",Transit Mode Share,0.45129010104974
1,Sparse Active,3.65299609243732,"Buffalo-Cheektowaga, NY",Transit Mode Share,2.876851295860482
5,Auto Small,4.82296733211575,"Burlington, NC",Transit Mode Share,0.1697482502872662
1,Sparse Active,5.851998579706925,"Burlington-South Burlington, VT",Transit Mode Share,2.1493403515875427
5,Auto Small,4.490797852429514,"Canton-Massillon, OH",Transit Mode Share,1.0205401211285212
7,Dense Active,5.169660208099404,"Cape Coral-Fort Myers, FL",Transit Mode Share,0.6574896023798471
3,Sparse Auto,7.421326825857359,"Cape Girardeau, MO-IL",Transit Mode Share,0.3685062016897357
3,Sparse Auto,6.499204605337879,"Carbondale-Marion, IL",Transit Mode Share,0.9505568560686672
1,Sparse Active,7.971315774518812,"Casper, WY",Transit Mode Share,0.3859589124752668
3,Sparse Auto,5.511328261678552,"Cedar Rapids, IA",Transit Mode Share,0.3346572782629085
5,Auto Small,6.027676645697928,"Chambersburg-Waynesboro, PA",Transit Mode Share,0.2617944570848981
1,Sparse Active,5.58011971503012,"Champaign-Urbana, IL",Transit Mode Share,4.986337545159456
3,Sparse Auto,6.360166397497082,"Charleston, WV",Transit Mode Share,1.779641366517236
3,Sparse Auto,5.6585131547993575,"Charleston-North Charleston, SC",Transit Mode Share,0.7840186541483909
4,Auto Large,5.236051321118476,"Charlotte-Concord-Gastonia, NC-SC",Transit Mode Share,1.4331417357269711
3,Sparse Auto,6.714462149284141,"Chattanooga, TN-GA",Transit Mode Share,0.6841953192718867
1,Sparse Active,10.416946381906817,"Cheyenne, WY",Transit Mode Share,0.1786185479123957
4,Auto Large,3.9342845352152835,"Chicago-Naperville-Elgin, IL-IN-WI",Transit Mode Share,11.297802908401884
3,Sparse Auto,4.819672050556448,"Chico, CA",Transit Mode Share,1.0895008791516996
4,Auto Large,5.198681661586621,"Cincinnati, OH-KY-IN",Transit Mode Share,1.604596337236006
3,Sparse Auto,5.8835001531734035,"Clarksville, TN-KY",Transit Mode Share,0.6154200926733302
5,Auto Small,6.450301817295837,"Cleveland, TN",Transit Mode Share,0.1324621856260628
4,Auto Large,5.239030933228603,"Cleveland-Elyria, OH",Transit Mode Share,2.782506219719785
3,Sparse Auto,6.620857090863089,"Coeur d'Alene, ID",Transit Mode Share,0.2984467204775147
3,Sparse Auto,5.735068116774824,"College Station-Bryan, TX",Transit Mode Share,1.3736918688292792
3,Sparse Auto,4.0650330202961555,"Colorado Springs, CO",Transit Mode Share,0.669187767181848
3,Sparse Auto,6.9474179207980296,"Columbia, MO",Transit Mode Share,0.7083455816114625
4,Auto Large,6.189623940247864,"Columbia, SC",Transit Mode Share,0.6459236708493146
3,Sparse Auto,6.038034603580465,"Columbus, GA-AL",Transit Mode Share,0.717177981249772
5,Auto Small,8.092349363775686,"Columbus, IN",Transit Mode Share,0.2986585674512781
4,Auto Large,5.018529835475418,"Columbus, OH",Transit Mode Share,1.478539419782547
3,Sparse Auto,6.196104052943694,"Corpus Christi, TX",Transit Mode Share,1.262863955823293
1,Sparse Active,3.2568044344773206,"Corvallis, OR",Transit Mode Share,2.146690518783542
3,Sparse Auto,7.720934569786481,"Crestview-Fort Walton Beach-Destin, FL",Transit Mode Share,0.4215902565807368
5,Auto Small,4.833162484605701,"Cumberland, MD-WV",Transit Mode Share,0.6630988121655137
4,Auto Large,4.665452039086198,"Dallas-Fort Worth-Arlington, TX",Transit Mode Share,1.1762168748424695
5,Auto Small,6.713757328033229,"Dalton, GA",Transit Mode Share,0.0418740985437119
5,Auto Small,5.729877881090719,"Danville, IL",Transit Mode Share,0.8754143735315889
3,Sparse Auto,9.654314156515747,"Daphne-Fairhope-Foley, AL",Transit Mode Share,0.0308966199097818
1,Sparse Active,5.574919113799141,"Davenport-Moline-Rock Island, IA-IL",Transit Mode Share,0.8107670760491705
3,Sparse Auto,4.942568688982381,"Dayton-Kettering, OH",Transit Mode Share,1.5923856375157073
5,Auto Small,7.73070300442992,"Decatur, AL",Transit Mode Share,0.1502065339842283
5,Auto Small,5.6670187986381215,"Decatur, IL",Transit Mode Share,1.1354134577300532
3,Sparse Auto,6.111431445666809,"Deltona-Daytona Beach-Ormond Beach, FL",Transit Mode Share,0.8360268748865082
4,Auto Large,5.387551266032284,"Des Moines-West Des Moines, IA",Transit Mode Share,0.9025471268453618
4,Auto Large,3.9872664188339844,"Detroit-Warren-Dearborn, MI",Transit Mode Share,1.324663952452606
3,Sparse Auto,6.873509854278803,"Dothan, AL",Transit Mode Share,0.0374928682044176
