MSA,carbon dioxide equivalent (Ton),Auto + Scale,Transit Propensity,Density,Sustainable Transit,Warm Weather,Remote + Active,Network Connectivity,Network Sprawl,Cluster
"Canton-Massillon, OH",1967615.9368571693,-0.5363783788816828,-0.0083704566711732,1.187155143022353,0.0618135006469254,-0.695506122473273,-0.6024703670532785,0.8589448330794753,-0.7609734437607337,5
"Cape Coral-Fort Myers, FL",4298032.77323271,-0.3423555539602724,-0.2701119839276084,2.923578212447121,-0.2923276869286823,2.391921912854593,0.4756608266289859,0.8901402310850977,0.7013491504370187,7
"Cape Girardeau, MO-IL",791276.5457204792,-0.2841386668374164,0.0704511007769556,-0.4949962021994772,-0.035040890134929,0.1180602797896636,-0.7419857812475393,-0.8775040106830869,1.0562183082349683,3
"Carbondale-Marion, IL",977287.5390995817,-0.4073858329826555,0.0328564991937552,0.0099403893708536,-0.0947942298227037,-0.0347114289899764,-0.2951876051558975,-0.6444034078069952,-0.4522795136017792,3
"Casper, WY",701361.9122180195,-0.0757476591079394,-0.0140196221464678,-1.6343740652855483,-0.0133707699363719,-1.2243096079314566,0.0148434243094169,0.6400847524091462,1.044329657226971,1
"Cedar Rapids, IA",1645731.070174681,-0.1052574312990512,-0.0954894602257212,-0.3311525812008896,-0.1299568423521502,-0.9649078689687522,-0.2950488993931752,1.232640291269563,0.2901973244614499,3
"Chambersburg-Waynesboro, PA",1026387.4801730512,-0.5227746297803616,0.085256541624088,0.0396401940434793,0.0298666076499747,-0.3562598121363842,-0.4049158207675195,-0.2445125895297545,0.3826050048666159,5
"Champaign-Urbana, IL",1388395.1050963623,-0.46671090839491,-0.0417967813954454,-0.0158048043543013,-0.1396186448451003,-0.2874231285358702,1.6812666071144442,1.8861998963864104,0.9003884792612985,1
"Charleston, WV",1823620.4576208116,-0.0350830844111779,0.0105156747574545,-0.4040341551228812,-0.1415217427585189,-0.1010422777322887,-0.5692312258934042,-2.064598818810728,0.8699175054277559,3
"Charleston-North Charleston, SC",4918273.925664094,0.2800791426595547,-0.2087456036110677,0.1947883301234092,-0.2774221000190932,1.0782928564152352,-0.013208847801834,-0.9471926305680748,-0.3824633817510524,3
"Charlotte-Concord-Gastonia, NC-SC",14931532.474382542,2.533169422358821,-0.9000956029094351,1.0108492261338395,-0.980399850307376,-0.0403622787738983,-0.4932708321210584,-1.363911574615643,0.2166090916518369,4
"Chattanooga, TN-GA",4139761.056227048,-0.0592974212066677,-0.1081103066889938,0.4912826680393412,0.0950867853350456,0.20632805579618,-0.7023259734223812,-1.2374611050375015,-0.1864021194276987,3
"Cheyenne, WY",1136385.8255215972,-0.1637065056904258,-0.0005148669510758,-1.3115286019964314,-0.0185489161381223,-1.0257443407867817,-0.1914818297090927,1.1989999443810138,0.4255203970958489,1
"Chicago-Naperville-Elgin, IL-IN-WI",40980549.65569579,5.628515104774932,1.6183267520017914,0.4278154421872882,-1.2762166590138453,-1.2590400933635952,1.7944185458202062,1.419278245101277,-0.1625097185898153,4
"Chico, CA",1182906.411493933,-0.3979548671363783,0.0282013898669515,-0.3726757372589378,-0.0488691490269413,0.7400479261441518,0.7171494962387049,-1.326626916408136,0.3706263416097192,3
"Cincinnati, OH-KY-IN",12649734.999333076,1.5256028192954931,-0.4194286388619579,0.5289676063422682,-0.4877550798745738,-0.5668016905676864,-0.4366535061995318,-1.1781609459997828,0.0005362670474584,4
"Clarksville, TN-KY",1969252.758960624,-0.0723509327185144,-0.0072119019404597,-0.2973743807727492,-0.1230805731789261,0.1964501138576184,-0.8970024845752244,-0.9320014174379606,0.5356777594170681,3
"Cleveland, TN",877035.4880833309,-0.5053172946614384,0.159240227833033,-0.0849839665049898,0.0374115112216883,0.309669568805829,-1.0979910274884257,-1.0491047264751687,0.109819289617942,5
"Cleveland-Elyria, OH",11820272.805666126,0.7223870036905395,0.0672878983648379,-0.0201408506431391,0.1834038741169414,-0.7873255205270094,0.268450644335967,0.6775970909531037,-1.1854881375833584,4
"Coeur d'Alene, ID",1176300.7593652534,-0.3686626051371901,0.0027707336414939,-0.3215532594677242,-0.0205761929465292,-1.1931719079518333,-0.070998545725874,-0.366248571320376,-0.040716234492465,3
"College Station-Bryan, TX",1649311.056294602,-0.234609004581075,0.0046716747179088,-0.475123532812667,-0.1188242645613883,1.5157976314302997,0.1877569536019652,-0.2835616073742849,0.3662452098092757,3
"Colorado Springs, CO",3285440.094249908,0.0945994647513818,-0.2274165043594521,-0.0126283567008771,-0.2028840402146683,-1.374789507913916,0.7323625675157319,-0.2420542813131147,-1.5181471377285576,3
"Columbia, MO",1582240.0760984065,-0.2835339535551158,-0.0119148978069571,-0.2460944477854562,-0.0516420531768186,-0.1336282007581613,0.0112251037130409,-0.7850875089855792,0.5664723658685599,3
"Columbia, SC",5665376.396077969,0.6785410688590183,-0.3766146372058897,0.3323084031106741,-0.4413415131199786,0.6109935960809482,-0.4662868017098392,-0.7860213885314858,0.4170236316522404,4
"Columbus, GA-AL",2120896.148123374,-0.0386387151782948,-0.0544718210984579,-0.4574326163774907,-0.1978025702913713,0.9563385038938316,-0.2163790612404682,-0.5350379228127573,0.2814202484412228,3
"Columbus, IN",740583.3571596034,-0.7151548755676741,0.1065559845660553,0.2531167602587261,0.0450393141217727,-0.3298933931910243,-0.443854567501395,0.9076139526365864,-0.6024847564062219,5
"Columbus, OH",11589732.138499469,1.4207872159960169,-0.5257273385019084,0.3501162134160545,-0.0766773492573785,-0.8117715230751947,-0.2451171608848409,0.1538303957099431,-0.5412905640468121,4
"Corpus Christi, TX",2921837.5507683493,-0.2008656903325015,-0.0313489897083392,-0.3076623240364542,0.0448593812130535,2.087964047267324,-0.3997768947359122,1.4604306348555434,-0.3431732390264084,3
"Corvallis, OR",329860.6056229733,-0.8399270402791811,0.0470582170061929,-0.5468241717686568,0.0409522474341235,-0.1436593319551533,3.190973150744421,-1.0946140178895505,0.2767213542563586,1
"Crestview-Fort Walton Beach-Destin, FL",2362767.1846808456,-0.2315424186253337,-0.0188630296482288,-0.511779769420442,-0.1421717112988307,1.4744677549749652,0.2724533145452583,-0.5443618430820948,-0.7894598400843944,3
"Cumberland, MD-WV",520754.66862978495,-0.5726975997561218,0.1581149647343434,-0.2047090028607587,0.0473569634221887,-0.3454670760228166,-0.540136217608366,-1.436485445568313,-0.3494526287533975,5
"Dallas-Fort Worth-Arlington, TX",38204710.00118769,6.538154954645557,-2.008315315234772,1.114954240925413,0.9695157476845544,-0.2538046932106218,-1.847710632177856,0.3215844849220185,0.1609923128061888,4
"Dalton, GA",1061740.1437742747,-0.5268271815604891,0.1957963417272817,0.0655120767324384,0.0647727344739446,0.3855171726849072,-1.529383214374196,-1.2456541654094733,0.184896115710998,5
"Danville, IL",482972.0362540467,-0.4531578364418506,0.0742233841027206,-0.3073810877329149,-0.0114630330215651,-0.5032541978080142,-0.4823828696955949,0.9170244877807024,0.3617387574652271,5
"Daphne-Fairhope-Foley, AL",2315857.783419413,-0.2699495054349103,0.0141065835964368,-0.5014348725886487,-0.1200258052678768,1.415697607025494,-0.1830121521041927,-0.9329023230822954,-0.6863586967375805,3
"Davenport-Moline-Rock Island, IA-IL",2329666.8033855543,-0.1066811884387523,-0.0816685002293036,-0.2128855515902823,0.2134294355988861,-0.7732097569387925,-0.7741804206532461,0.6875727103010696,-0.4349586378100158,1
"Dayton-Kettering, OH",4377318.066970199,-0.2962243264682861,-0.0451121885302347,2.01472909069227,-0.0783110035991948,-0.4982395502118538,-0.2938860707247855,0.4749190857208548,-0.3164214478554931,3
"Decatur, AL",1294009.2443272197,-0.2916593645521784,0.1084782917479819,-0.2382376425040208,-0.0240566628229162,0.4146976185987207,-1.536486311482594,-0.5104002337826503,0.305836626515123,5
"Decatur, IL",651943.806584426,-0.6096064186734935,0.1184939926731792,0.2075316157724292,0.0136214324774173,-0.4612536246043434,-0.7626147156699422,0.9839551678260277,-0.3122042032885112,5
"Deltona-Daytona Beach-Ormond Beach, FL",4425488.9855692815,-0.1145917258534844,-0.1180993898396628,0.4218824469075574,-0.2160382896247996,2.02214082742143,0.6317508959456029,0.4862773187808348,-0.5844236228420598,3
"Des Moines-West Des Moines, IA",4088529.770387808,0.4463677559880166,-0.2714677808905824,-0.213281687833927,-0.3158204158388718,-0.8502583869212242,-0.2033383372605714,1.0969430768151165,-0.0908231267180432,4
"Detroit-Warren-Dearborn, MI",18917099.16528697,2.871866353920094,-0.6875183136648775,2.277002283177721,-0.633288657490833,-1.4068361519427994,-0.4494001630585066,1.253975176168452,-0.405841165664376,4
"Dothan, AL",1124120.9934758712,-0.1806883704017295,0.0281584186514225,-0.3028154497963954,-0.1270308422227672,1.2463476668428333,-1.290599245768892,0.473791326824108,0.6245791827409031,3
"Dover, DE",950853.7604724404,-0.7608813328905514,0.2173747169678299,-0.2062262875958299,0.4896097399251347,0.1387651459972566,0.1348896284302153,-0.1585421762437687,-0.7440207051835521,4
"Dubuque, IA",557605.750148929,-0.5924068658471993,0.0869084186475189,-0.191599058323097,0.0274875143356005,-0.9430850783290402,-0.0235326883488147,-0.0237305771792584,-0.3268194952130415,5
"Duluth, MN-WI",2448351.345890246,0.7055146520573612,-0.3911246347650255,-1.36974759690667,-0.2050653916090383,-1.878707405300717,-0.1450162824583557,-0.7487799249286532,1.2258694845813098,4
"Durham-Chapel Hill, NC",3743190.363173097,-0.0523676046223803,-0.1092322641975261,0.4517071563348049,-0.195464397994305,0.4070085890799937,1.1105952539419202,-1.467876334005732,0.500696890830858,3
"East Stroudsburg, PA",896245.4490151276,-0.78387601985604,0.0901432167648871,1.3349023623873355,0.0193782805719671,-0.9581482652544414,-0.2631548758995709,-0.9383225420718054,-0.1236376388735577,5
"Eau Claire, WI",1432226.6320035772,-0.2308420450662715,-0.0694542534788893,-0.3790742411216137,-0.0960877330769628,-1.30080923035802,0.0475582445505327,0.4464194324481588,0.4869892034480995,3
"El Centro, CA",1793825.9691457024,-0.1121696855082493,-0.06088112458485,-1.3188611010549327,-0.1860821064312602,2.6439786307999764,0.7258274839385499,2.0807220867879086,1.3860468750299062,3
"El Paso, TX",4947508.87014586,0.3973251593552791,-0.2373344094102472,-0.9674483130459618,0.2306033833683662,0.8541001684768117,-0.4821152209245198,0.9854686886081584,-0.8884090138222938,4
"Elizabethtown-Fort Knox, KY",1136909.2733702308,-0.3669489078112584,0.1158778991983287,-0.2624018348518843,0.0265641854241727,-0.0594012317550566,-0.842920784254227,-1.3769768047344326,0.5667231711265468,5
"Elkhart-Goshen, IN",1567675.948993432,-0.7997914959504471,0.0977315931734111,1.2505370966747855,0.0509660270813514,-0.8243971858411784,-0.8134940209574298,0.6430575554970952,-0.625915526069451,5
"Elmira, NY",471807.5417279549,-0.6798344686764258,0.1426176826534681,0.0839784208661057,0.0631911461222524,-0.9182089235581504,-0.4169840617368784,0.4892377058987681,-0.1953706477211506,5
"Enid, OK",377022.8949831812,-0.3206378269171456,0.041184369591452,-0.55602275441906,-0.0329943781682347,0.4099065687426306,-0.6489886014631085,2.203762029200298,1.4238136027255743,3
"Erie, PA",1287874.6274319247,-0.3976908759362319,0.0774731052215227,-0.6965083477889182,0.0232470957726244,-0.8081815834180024,0.0873003694231403,1.6019582892222772,-1.2571677624985245,1
"Eugene-Springfield, OR",2086733.7135559,-0.07852124841577,-0.0696954318933554,-1.0060030514113858,-0.0822395448303612,-0.599100015042394,1.6283036280622554,-1.3918852977365317,0.3429105121356752,1
"Evansville, IN-KY",2465691.935845232,-0.2443933606018746,0.0175124404213357,0.2100389314140804,-0.103891768718401,-0.1105743988173106,-1.0161623433826408,0.0103623017499525,-0.2801551433104216,3
"Fargo, ND-MN",2148169.334955487,0.0711595328643168,-0.1504893571737225,-0.7861795658577949,-0.1581607091354555,-1.548277716680387,-0.0956452976945939,2.042821551462493,1.2359016947977353,3
"Farmington, NM",872962.6770249198,0.2282961573085065,-0.0788855196909157,-1.2042382018022848,-0.1597927370448705,-0.3718806353803193,-0.9501369356605178,-1.2441516528781174,1.7723829591805746,3
"Fayetteville, NC",2490478.241985961,-0.2049503373290704,-0.0228907072872065,0.7276570519457611,-0.1295057422630747,0.6024170924151329,-0.5857861953296911,-1.2653045393505988,-0.04660047164633,3
"Fayetteville-Springdale-Rogers, AR",2843857.973036241,0.1822310528035796,-0.1822786919906249,0.1751895122665291,-0.2639941850578611,-0.028492729054287,-0.7715798386340949,-0.9637151393102228,-0.1030019427618308,3
"Flagstaff, AZ",2041044.2565414663,0.4765589532495428,-0.3313485106651366,-1.3834601046147657,-0.2701803221875866,0.3047700355924588,1.7399748077530308,-1.1757847034238895,5.859771929275994,1
"Flint, MI",1956564.389361627,-0.8306765652186188,0.1049576853261044,1.831567465750083,0.3613612503111245,-0.922998404038923,-0.8871254806815198,0.7935949185641297,-0.5670220368244561,7
"Florence, SC",1516722.746670568,-0.3007091911694098,0.0473117301199166,0.3063247333428905,-0.1082964676577477,0.8498803547017021,-1.266307812879044,-0.7682699362829158,0.3179349873850096,3
"Florence-Muscle Shoals, AL",1073891.7739806394,-0.3401266431885453,0.0741032281577109,-0.1042266148013223,-0.0610119253492825,0.4210349025781149,-1.1930574638501084,-0.307972182728257,-0.3744730735713964,5
"Fond du Lac, WI",843625.7986140754,-0.4584822999278751,0.0756429173444413,-0.2719088330961696,0.0234473562569632,-1.0900367439736969,-0.5556799969843251,0.1990135341054372,0.2683557431582368,5
"Fort Collins, CO",1774168.378163498,-0.3272669905590396,-0.1164206880188665,-0.8286761290029474,0.0024457345628487,-1.4003130374277786,1.8819679527615747,-0.1952644755090163,-1.676219036518228,1
"Fort Smith, AR-OK",2045752.313408168,0.0006634334458491,-0.0287828294488811,-0.3671540179131186,-0.1705423539376026,0.3324343580526922,-1.2451061424204213,-0.5415327524442586,0.3103925357318208,3
"Fort Wayne, IN",2961274.4008522346,-0.4552007939226074,0.0111792452332001,1.0594384705897342,-0.0413376446303905,-0.8113168041736687,-0.8497324237201864,0.1210826711672549,-0.4944747921959305,5
"Fresno, CA",5765649.957900513,0.4913184877007525,-0.2232664808334079,-1.0073778843003796,0.0977170278325951,-0.1222699669792604,-0.3493001264429755,0.885259897289532,-0.9199899025182752,4
"Gadsden, AL",729378.8498748222,-0.6360501409720131,0.1555438232412932,0.6940689783544253,0.0226000428737958,0.4980029566604562,-1.6187009000404036,-0.0556068704894511,0.0440693696358503,5
"Gainesville, FL",2474690.1583650163,-0.1241039585469619,-0.0802081343128749,-0.3565687371166097,-0.2652238717190102,1.9147048033211835,0.8324717351791737,-0.1109044772056458,0.3012032940189828,3
"Gainesville, GA",1359451.5206871207,-0.8613364244983884,0.1449770792963745,1.545821055583012,0.0775707960778488,0.3548985008234591,-0.8104459956086583,-1.7909109871152031,0.3033912392752323,5
"Gettysburg, PA",568206.7520133869,-0.6126889487632913,0.0896626385838748,0.2984102976904452,0.0443676642601117,-0.2698652466944439,-0.3357840365647479,-0.0697151628571329,0.9805737739464188,5
"Glens Falls, NY",761494.095362365,-0.2527016785912884,0.0467497462640251,-0.7257299538116633,-0.0246415461379048,-1.126808503832691,-0.3419718924712913,-0.907967430292402,0.5378018688973305,1
"Goldsboro, NC",626568.22558919,-0.6216676209948155,0.1836903673418234,0.3481077275058586,0.0473478947134964,0.5700544456480906,-1.3106908477670836,-0.6844065978112609,-0.0211873807959293,5
"Grand Forks, ND-MN",1103766.7432171253,0.2695521856767272,-0.2284760054507509,-0.8443761044952266,-0.1732790575402125,-1.5411285898592804,-0.1085605525188416,2.4010374663584075,4.536243578370431,1
"Grand Island, NE",888051.2522876424,-0.1250236042491403,-0.0232695383426848,-0.6881978177868965,-0.0671275176908151,-0.5456278204652739,-1.017299089710017,2.476849106710099,1.589557024112188,3
"Grand Junction, CO",793715.7571092253,-0.321328432176424,0.0092483874148915,-1.377640464027049,-0.0316633677029518,-0.7247345561601863,1.0071220864602084,-0.6432816561277575,-0.8666771021413967,1
"Grand Rapids-Kentwood, MI",5421474.163434186,0.3952182601470403,-0.2443260938684398,0.6437656968939203,-0.0923488248982543,-1.126164326632549,-0.5382186903502303,-0.0765949182967983,-0.1031729258012021,3
"Grants Pass, OR",531191.5996855615,-0.4147035779904111,0.1206221125218123,-1.236519658346747,0.0854777205353441,-0.3217121094524262,0.6877133790523229,-2.0627405652454387,0.9740331114554576,1
"Great Falls, MT",503172.4168879601,-0.1515167151463964,0.0138046704886694,-1.3524612757643453,0.0030782057555534,-1.335898216485904,-0.0253929588328175,0.7606506211851847,1.2873530943995126,1
"Green Bay, WI",1950288.571230259,-0.0894774239681003,-0.0874084331251418,-0.0784027166908997,-0.1295610666877664,-1.3480812627709786,-0.5878801900013795,0.1601482690189905,0.0886462599632194,3
"Greensboro-High Point, NC",4497497.310163183,0.0104240397883108,-0.1232967893911946,1.104639926582733,0.1208089345158183,0.0946680014359492,-0.8223303870665858,-1.1632282234784084,0.2802495730187975,3
"Greenville, NC",815554.118844512,-0.6722694896273597,0.1344695101457662,0.3343238194282167,0.02222710521377,0.6815439856169311,-0.2382877483969137,-0.6556781509309819,-0.2792691364299347,5
"Greenville-Anderson, SC",5301741.13129727,0.3391934448091283,-0.3615224306303378,1.0452043861444529,0.3979140172665596,0.1922382437620536,-1.257797314147651,-0.9478923837901422,0.1941937658679319,4
"Gulfport-Biloxi, MS",3424604.35729152,0.1085040666309564,-0.0944243468505023,-0.3423981106533029,-0.2559314692748253,1.2660209466754762,-0.7513149381378352,-0.6495953930956119,-0.7148968314847176,3
"Hagerstown-Martinsburg, MD-WV",1940412.0104722227,-0.4730203418865059,0.0565664674819709,0.5521660883610569,-0.0130156412901339,-0.2892890444821511,-0.5384267155159629,-1.446465677889854,0.1078390939821101,5
"Hanford-Corcoran, CA",1053831.4475695938,-0.4097906046174409,0.1419449386631121,-0.6149912530296543,0.1870217202926576,1.2158368287945354,0.2149475798696333,0.9006087426429558,1.55072142198165,1
"Harrisburg-Carlisle, PA",3768554.442761288,-0.2198088151579124,-0.0529767400304407,0.8062104944924025,-0.1553088132100689,-0.4464084188348285,0.2509098401198562,0.3684409338508777,-0.2473773925981355,3
